Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
BOQUERONES FRESCOS;;45.906;17.021;0.14;6.74;33.126;31.744;2.504;0.128;0.022;0.325;0.0;13.42;0.397;0.106;4.343;0.0;0.116;0.056;0.166;0.081;0.06;1.04;1.009;4.0;VALOR
SARDINAS FRESCAS;;38.9;11.506;0.216;6.317;27.667;26.413;1.913;0.125;0.0;0.284;0.0;8.977;0.013;0.079;3.296;0.0;0.083;0.0;0.259;0.081;0.052;0.857;0.754;4.0;VALOR
ATUN Y BONITO;;44.476;12.101;0.122;7.483;33.062;28.895;6.8;1.517;0.0;0.199;0.0;7.954;0.068;0.126;3.027;0.0;0.109;0.0;0.176;0.036;0.118;0.616;0.91;3.0;VALOR
TRUCHA FRESCA;;24.773;3.871;0.032;2.091;21.104;17.614;4.549;0.033;0.0;0.024;0.0;2.965;0.014;0.027;1.244;0.0;0.057;0.0;0.021;0.055;0.0;0.232;0.13;3.0;VALOR
LENGUADO;;17.53;9.024;0.021;2.02;8.391;7.768;0.674;1.441;0.0;0.212;0.0;6.333;0.0;0.026;2.237;0.0;0.04;0.0;0.099;0.0;0.02;0.293;0.394;3.0;VALOR
LENGUADO FRESCO;;15.025;7.658;0.021;1.779;7.125;6.571;0.603;0.0;0.0;0.212;0.0;6.158;0.0;0.026;2.01;0.0;0.04;0.0;0.061;0.0;0.02;0.202;0.29;4.0;VALOR
LENGUADO CONGELADO;;4.086;2.322;0.0;0.246;1.4;1.331;0.067;1.441;0.0;0.0;0.0;0.564;0.0;0.0;0.284;0.0;0.0;0.0;0.041;0.0;0.0;0.097;0.103;4.0;VALOR
BACALAO;;65.618;19.186;0.2;10.974;54.443;47.993;15.897;5.553;0.057;0.658;0.0;11.068;0.588;0.207;3.768;0.021;0.026;0.003;0.548;0.116;0.133;2.11;2.0;3.0;VALOR
BACALAO FRESCO;;52.175;13.955;0.094;8.247;41.13;37.003;8.039;0.217;0.057;0.324;0.0;10.643;0.389;0.18;3.417;0.0;0.026;0.003;0.38;0.074;0.054;1.167;1.254;4.0;VALOR
BACALAO CONGELADO;;37.171;7.661;0.117;3.909;29.623;23.297;10.156;5.44;0.0;0.55;0.0;1.439;0.205;0.096;0.684;0.021;0.0;0.0;0.188;0.04;0.155;1.044;1.131;4.0;VALOR
BACALADILLA;;36.534;9.582;0.082;5.985;27.186;25.933;2.512;0.375;0.057;0.407;0.0;7.091;0.144;0.079;2.308;0.0;0.026;0.003;0.162;0.001;0.034;0.599;0.743;4.0;VALOR
CABALLA FRESCA;;27.595;6.668;0.058;3.351;21.138;20.254;1.232;0.013;0.012;0.14;0.0;5.155;0.076;0.161;2.1;0.0;0.0;0.0;0.049;0.088;0.142;0.212;0.56;3.0;VALOR
SALMON;;66.327;16.165;0.098;11.336;55.43;49.919;14.764;3.811;0.0;0.472;0.0;10.582;0.162;0.077;3.271;0.0;0.069;0.0;0.099;0.0;0.053;1.358;2.12;3.0;VALOR
SALMON FRESCO;;60.979;12.854;0.057;10.485;50.923;45.25;12.743;0.088;0.0;0.199;0.0;10.408;0.162;0.039;3.097;0.0;0.061;0.0;0.099;0.0;0.029;1.22;1.672;4.0;VALOR
SALMON CONGELADO;;19.731;4.104;0.04;1.544;15.202;13.285;3.6;3.773;0.0;0.276;0.0;0.277;0.0;0.038;0.175;0.0;0.005;0.0;0.0;0.0;0.096;0.228;0.869;4.0;VALOR
LUBINA;;43.97;9.864;0.069;7.148;33.673;30.098;5.889;0.495;0.0;0.219;0.0;7.305;0.023;0.038;2.448;0.013;0.135;0.0;0.075;0.017;0.05;0.838;1.037;3.0;VALOR
DORADA;;50.198;11.757;0.03;8.841;39.545;35.878;6.577;1.036;0.0;0.309;0.0;8.362;0.036;0.0;3.071;0.0;0.017;0.0;0.045;0.114;0.062;0.593;1.161;3.0;VALOR
RODABALLO;;8.947;2.425;0.031;1.35;5.762;5.533;0.295;0.003;0.0;0.011;0.0;1.59;0.0;0.0;0.872;0.0;0.0;0.0;0.0;0.0;0.102;0.062;0.142;3.0;VALOR
RAPE;;25.531;9.313;0.046;3.18;15.968;14.659;1.829;2.849;0.0;0.426;0.0;5.051;0.096;0.0;2.522;0.0;0.028;0.034;0.058;0.0;0.109;0.653;0.589;3.0;VALOR
OTROS PESCADOS;;82.102;27.343;0.313;20.71;70.61;64.095;22.55;6.673;0.041;1.026;0.028;17.86;0.572;0.392;6.924;0.0;0.149;0.127;0.296;0.343;0.317;3.254;2.825;3.0;VALOR
OTROS PESCADOS FRE;;64.802;22.57;0.081;14.293;49.885;44.524;11.393;0.774;0.025;0.477;0.028;17.3;0.461;0.285;6.608;0.0;0.133;0.127;0.279;0.322;0.29;1.727;1.539;4.0;VALOR
OTROS PESCADOS CON;;59.053;10.354;0.237;10.384;50.01;43.464;15.091;6.46;0.028;0.736;0.0;3.092;0.229;0.122;1.515;0.0;0.021;0.0;0.033;0.047;0.09;1.869;1.811;4.0;VALOR
PEZ ESPADA/EMPERDR;;21.47;7.168;0.13;2.379;14.43;13.148;1.988;1.309;0.0;0.0;0.0;4.772;0.071;0.033;1.469;0.0;0.011;0.0;0.0;0.018;0.018;0.32;0.491;4.0;VALOR
MARISCO/MOLUSCO/CRUS;;90.413;34.229;0.642;31.395;82.348;74.751;36.876;14.713;0.191;1.406;0.028;19.163;1.098;0.449;8.088;0.0;0.599;0.151;0.704;0.305;0.629;6.043;4.02;2.0;VALOR
MARISCO/MOLUSC CONG;;79.189;22.913;0.331;19.098;68.635;58.741;28.662;14.322;0.043;1.053;0.0;7.723;0.683;0.256;3.109;0.0;0.129;0.029;0.34;0.058;0.203;3.586;2.951;3.0;VALOR
MARISCO/MOLUSC FRES;;72.167;23.484;0.23;17.556;60.217;54.889;15.381;3.015;0.11;0.737;0.028;17.501;0.351;0.279;7.068;0.0;0.469;0.088;0.309;0.254;0.569;2.501;1.653;3.0;VALOR
MARISCO/MOLUSC COCI;;62.75;11.038;0.282;16.935;51.018;44.554;14.856;3.405;0.108;0.14;0.0;5.966;0.207;0.098;1.878;0.0;0.014;0.043;0.161;0.0;0.086;1.87;1.456;3.0;VALOR
ALMEJAS,BERBERECHO;;41.021;14.952;0.2;6.893;27.843;22.057;8.571;4.041;0.023;0.304;0.0;9.476;0.154;0.057;3.537;0.0;0.111;0.088;0.155;0.014;0.068;1.009;0.798;3.0;VALOR
ALMEJAS CONGELADO;;15.957;4.699;0.041;1.86;10.47;4.47;7.02;3.763;0.0;0.022;0.0;0.548;0.089;0.031;0.41;0.0;0.0;0.0;0.011;0.0;0.025;0.383;0.306;4.0;VALOR
BERBEREC.CONGELADO;;1.22;0.341;0.0;0.123;0.891;0.657;0.27;0.324;0.0;0.0;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.044;4.0;VALOR
ALMEJAS,BERB.FRESC;;32.188;12.378;0.162;5.461;20.467;18.953;2.206;0.498;0.023;0.316;0.0;9.342;0.074;0.026;3.374;0.0;0.111;0.088;0.144;0.014;0.054;0.624;0.456;4.0;VALOR
MEJILLON;;45.486;13.778;0.038;6.568;33.67;28.736;8.339;2.813;0.0;0.368;0.0;9.264;0.213;0.169;3.511;0.0;0.148;0.0;0.068;0.135;0.142;1.012;0.795;3.0;VALOR
MEJILLON CONGELADO;;7.692;3.395;0.0;0.46;3.968;1.635;2.359;2.77;0.0;0.087;0.0;0.226;0.164;0.011;0.331;0.0;0.0;0.0;0.0;0.0;0.03;0.106;0.256;4.0;VALOR
MEJILLON FRESCO;;42.58;11.849;0.038;6.324;31.937;27.943;6.696;0.185;0.0;0.29;0.0;9.206;0.077;0.158;3.357;0.0;0.148;0.0;0.068;0.135;0.108;0.933;0.571;4.0;VALOR
CALAMARES,PULPO;;63.378;20.857;0.118;12.108;48.834;42.651;13.742;7.995;0.0;0.786;0.0;11.452;0.286;0.21;4.28;0.0;0.257;0.093;0.13;0.148;0.281;1.981;1.549;3.0;VALOR
CALAMARES CONGELAD;;41.453;10.685;0.058;5.191;31.751;25.256;10.969;7.246;0.0;0.474;0.0;2.373;0.118;0.172;1.489;0.0;0.031;0.003;0.12;0.04;0.0;0.776;1.043;4.0;VALOR
PULPO CONGELADO;;6.219;2.123;0.0;1.387;2.511;2.346;0.172;1.641;0.0;0.058;0.0;0.282;0.09;0.0;0.254;0.0;0.0;0.0;0.031;0.017;0.054;0.258;0.105;4.0;VALOR
CALAMAR Y PULPO FR;;44.204;13.898;0.07;8.097;31.045;28.811;3.856;0.565;0.0;0.663;0.0;10.611;0.117;0.038;3.789;0.0;0.226;0.088;0.031;0.099;0.278;1.091;0.61;4.0;VALOR
GAMBAS/LANGOSTINOS;;83.24;24.023;0.231;24.337;71.716;62.459;27.214;10.45;0.077;0.703;0.028;12.446;0.57;0.166;4.509;0.0;0.061;0.015;0.376;0.048;0.422;3.586;2.769;3.0;VALOR
GAMBAS/LANG.CONG.;;71.48;17.344;0.17;15.812;59.894;50.027;22.112;9.981;0.043;0.641;0.0;6.225;0.39;0.124;2.121;0.0;0.025;0.015;0.186;0.017;0.193;2.353;2.062;4.0;VALOR
GAMBAS/LANG.COCIDO;;50.423;6.532;0.078;14.158;39.661;33.807;10.385;1.255;0.03;0.053;0.0;4.013;0.073;0.06;1.38;0.0;0.0;0.0;0.048;0.0;0.036;1.037;0.937;4.0;VALOR
GAMBAS/LANG.FRESCO;;35.828;11.71;0.026;5.478;24.96;23.123;3.182;1.207;0.0;0.343;0.028;8.592;0.112;0.03;3.028;0.0;0.041;0.0;0.147;0.031;0.192;0.781;0.646;4.0;VALOR
OTROS MARISC/MOLUSC;;68.959;23.627;0.441;14.648;56.056;50.474;15.194;10.06;0.161;0.752;0.0;12.389;0.403;0.245;5.502;0.0;0.301;0.13;0.395;0.024;0.331;2.984;1.868;3.0;VALOR
OTROS MARISC.CONG.;;32.734;13.437;0.207;4.317;19.907;17.239;4.117;9.105;0.0;0.653;0.0;3.097;0.146;0.129;1.75;0.0;0.071;0.013;0.144;0.0;0.126;1.132;0.673;4.0;VALOR
OTROS MARISC.COCI.;;36.711;7.107;0.203;5.75;28.551;24.571;7.097;2.455;0.078;0.087;0.0;3.607;0.159;0.084;1.225;0.0;0.014;0.043;0.105;0.0;0.087;1.189;0.851;4.0;VALOR
OTROS MARISC.FRES.;;51.365;15.294;0.082;9.814;39.459;34.904;8.519;1.265;0.082;0.345;0.0;11.052;0.186;0.077;4.648;0.0;0.231;0.088;0.201;0.024;0.232;1.115;0.838;4.0;VALOR
CONS.PESCADO/MOLUSCO;;98.175;15.864;1.485;51.017;95.013;90.403;55.589;1.959;0.359;0.707;0.007;4.91;3.012;2.393;5.162;0.009;0.321;0.226;2.218;0.049;0.471;12.487;8.244;2.0;VALOR
SARDINAS;;51.551;1.073;0.313;14.956;43.827;37.261;14.301;0.077;0.038;0.027;0.0;0.023;0.214;0.104;0.045;0.0;0.03;0.061;0.213;0.0;0.044;1.767;1.791;3.0;VALOR
ATUN;;93.139;2.848;0.88;38.46;83.865;75.116;37.972;0.152;0.128;0.073;0.0;0.08;0.509;0.286;0.41;0.0;0.126;0.067;0.557;0.0;0.139;6.975;5.769;3.0;VALOR
CHICHARRO/CABALLA;;30.713;0.395;0.225;8.283;25.238;21.603;6.946;0.023;0.022;0.025;0.0;0.027;0.067;0.027;0.054;0.0;0.005;0.0;0.073;0.0;0.016;1.662;0.967;3.0;VALOR
MEJILLONES;;54.33;1.544;0.398;16.393;46.187;40.243;13.93;0.144;0.057;0.034;0.0;0.18;0.343;0.119;0.178;0.0;0.077;0.04;0.271;0.012;0.056;2.54;1.902;3.0;VALOR
BERBERECHOS;;22.306;0.899;0.217;6.062;17.64;14.752;4.72;0.149;0.008;0.01;0.0;0.0;0.028;0.066;0.101;0.0;0.031;0.033;0.312;0.0;0.0;0.973;0.69;3.0;VALOR
ALMEJAS;;14.719;0.213;0.028;4.484;11.226;10.175;1.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029;0.0;0.0;0.0;0.029;0.0;0.0;0.458;0.328;3.0;VALOR
CALAMARES;;25.632;0.365;0.14;8.488;19.329;16.671;4.705;0.0;0.029;0.029;0.0;0.0;0.034;0.025;0.043;0.0;0.0;0.0;0.051;0.0;0.005;0.839;0.949;3.0;VALOR
PULPO;;4.671;0.1;0.049;2.109;2.5;2.255;0.253;0.0;0.0;0.0;0.0;0.0;0.051;0.0;0.0;0.0;0.0;0.021;0.0;0.0;0.0;0.217;0.096;3.0;VALOR
ANCHOAS;;44.269;2.081;0.222;9.184;37.158;32.091;9.709;0.002;0.0;0.059;0.0;0.454;0.282;0.425;0.752;0.0;0.0;0.0;0.077;0.0;0.168;1.543;1.462;3.0;VALOR
SALMON AHUMADO;;50.74;2.224;0.11;13.209;44.215;38.737;12.513;0.183;0.117;0.013;0.0;0.753;0.555;0.079;0.579;0.0;0.0;0.0;0.04;0.0;0.0;1.185;1.525;3.0;VALOR
TRUCHA AHUMADA;;3.072;0.011;0.0;0.851;2.376;1.39;1.079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.065;3.0;VALOR
OTROS AHUMADOS;;13.896;2.853;0.033;1.986;9.867;9.394;0.612;0.214;0.0;0.041;0.0;0.82;0.37;0.643;1.472;0.0;0.0;0.0;0.156;0.036;0.054;0.836;0.191;3.0;VALOR
OTRAS CONS.PESCADO;;82.446;13.089;0.517;26.002;75.692;66.7;34.991;1.567;0.185;0.83;0.007;3.868;1.702;1.927;4.706;0.009;0.14;0.055;1.352;0.05;0.317;5.687;3.749;3.0;VALOR
BOQUERONES;;22.399;0.397;0.04;3.977;19.445;17.151;3.802;0.014;0.008;0.0;0.0;0.161;0.101;0.047;0.04;0.0;0.0;0.012;0.021;0.0;0.006;0.588;0.618;4.0;VALOR
PESCADO SALADO;;35.344;11.654;0.144;4.799;22.34;18.902;4.777;1.552;0.05;0.691;0.007;3.765;1.38;1.736;4.472;0.0;0.127;0.0;1.188;0.035;0.163;2.559;0.587;4.0;VALOR
SUSHI;;9.16;0.008;0.0;1.951;7.796;4.338;4.117;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.211;4.0;VALOR
TOTAL LECHE LIQUIDA;;97.436;4.267;1.091;45.88;93.626;88.861;48.725;0.063;0.408;0.524;0.041;0.071;0.522;0.35;0.423;0.349;0.409;0.163;0.783;0.541;0.502;9.552;9.392;1.0;VALOR
LECHE PASTERIZADA;;17.186;0.755;0.129;4.405;13.991;10.436;6.797;0.0;0.115;0.179;0.0;0.0;0.153;0.32;0.059;0.182;0.073;0.0;0.136;0.019;0.162;0.821;0.716;2.0;VALOR
LECHE ESTERILIZADA;;97.023;3.529;0.991;45.178;93.033;88.206;46.903;0.063;0.339;0.312;0.041;0.071;0.361;0.032;0.365;0.026;0.481;0.124;0.702;0.049;0.102;8.947;9.224;2.0;VALOR
LECHE CRUDA;;1.767;0.362;0.022;0.271;0.291;0.255;0.072;0.0;0.0;0.07;0.0;0.0;0.071;0.0;0.0;0.204;0.013;0.117;0.023;0.493;0.315;0.429;0.268;2.0;VALOR
LECHE BOTELLA VIDRIO;;0.411;0.044;0.0;0.317;0.08;0.08;0.0;0.0;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.039;2.0;VALOR
LECHE BOTELLA PLAST.;;34.51;0.524;0.156;11.03;29.399;26.452;8.391;0.0;0.069;0.088;0.0;0.0;0.06;0.0;0.023;0.084;0.049;0.066;0.095;0.0;0.01;2.22;2.14;2.0;VALOR
LECHE CARTON;;95.811;3.713;1.016;43.115;91.417;86.153;46.216;0.063;0.35;0.436;0.041;0.071;0.406;0.35;0.389;0.164;0.496;0.058;0.718;0.064;0.242;8.293;8.668;2.0;VALOR
LECHE BOLSA;;0.251;0.047;0.0;0.09;0.097;0.097;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.0;0.019;0.0;0.025;0.0;0.0;0.0;0.0;0.088;0.0;2.0;VALOR
LECHE ENVASADA;;97.42;4.07;1.081;45.868;93.626;88.861;48.725;0.063;0.408;0.465;0.041;0.071;0.477;0.35;0.423;0.207;0.397;0.124;0.772;0.064;0.251;9.47;9.341;2.0;VALOR
LECHE ENTERA;;64.678;2.245;0.521;23.472;58.455;52.619;24.44;0.015;0.171;0.282;0.0;0.008;0.363;0.32;0.248;0.152;0.205;0.094;0.443;0.048;0.201;4.086;4.203;3.0;VALOR
LECHE DESNATADA;;48.849;0.883;0.257;17.664;43.18;37.904;16.748;0.048;0.053;0.095;0.023;0.0;0.047;0.0;0.162;0.007;0.045;0.0;0.257;0.0;0.017;2.394;3.357;3.0;VALOR
LECHE SEMIDESNATAD;;74.752;2.015;0.6;28.64;68.724;62.28;31.725;0.024;0.254;0.249;0.017;0.063;0.163;0.032;0.182;0.073;0.198;0.058;0.362;0.015;0.074;5.692;5.46;3.0;VALOR
LECHE DE CABRA;;2.138;0.0;0.017;0.417;1.954;1.925;0.095;0.0;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.055;0.062;3.0;VALOR
LECHE SIN LACTOSA;;38.296;0.472;0.173;12.43;34.186;29.298;14.665;0.0;0.039;0.03;0.0;0.0;0.014;0.026;0.001;0.0;0.01;0.004;0.167;0.0;0.005;1.289;2.204;3.0;VALOR
LECHE ENRIQUECIDA;;44.734;0.502;0.125;11.944;38.509;34.559;9.939;0.006;0.03;0.095;0.0;0.008;0.01;0.0;0.057;0.0;0.042;0.0;0.047;0.0;0.015;1.402;2.865;3.0;VALOR
L.ENRQ.CON CALCIO;;20.274;0.17;0.071;4.225;17.857;15.432;4.56;0.006;0.009;0.061;0.0;0.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.473;1.18;4.0;VALOR
L.ENRQ.CON VITAMIN;;30.282;0.333;0.058;7.657;25.567;22.831;6.15;0.0;0.021;0.042;0.0;0.008;0.01;0.0;0.026;0.0;0.042;0.0;0.047;0.0;0.015;0.967;1.816;4.0;VALOR
L.ENRQ.OTROS ADIT.;;4.228;0.0;0.0;2.165;2.14;2.015;0.203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.122;0.363;4.0;VALOR
BIFIDUS+FIBRA;;0.141;0.0;0.0;0.115;0.065;0.065;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.041;5.0;VALOR
RESTO OTROS ADITI;;4.105;0.0;0.0;2.072;2.083;1.957;0.189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.108;0.332;5.0;VALOR
TOTAL OTRAS LECHES;;40.432;1.495;0.099;10.973;33.952;29.4;9.582;0.006;0.039;0.101;0.914;0.056;0.124;0.0;0.086;0.0;0.0;0.0;0.055;0.0;0.0;1.515;1.842;1.0;VALOR
LECHE CONDENSADA;;29.396;0.403;0.084;7.913;24.569;20.817;7.133;0.006;0.008;0.101;0.0;0.056;0.087;0.0;0.023;0.0;0.0;0.0;0.024;0.0;0.0;1.077;0.774;2.0;VALOR
LECHE EN POLVO;;6.598;0.988;0.035;1.957;4.174;4.005;0.394;0.0;0.029;0.0;0.914;0.0;0.036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.358;0.902;2.0;VALOR
LECHE EVAPORADA;;13.838;0.173;0.02;2.643;11.825;9.995;3.045;0.0;0.0;0.0;0.0;0.056;0.0;0.0;0.065;0.0;0.0;0.0;0.029;0.0;0.0;0.246;0.345;2.0;VALOR
PREPARADOS LACTEOS;;10.047;0.178;0.036;3.258;8.161;7.48;2.016;0.0;0.0;0.011;0.039;0.0;0.035;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.463;0.639;1.0;VALOR
DERIVADOS LACTEOS;;99.844;28.774;2.059;62.354;99.244;98.03;74.771;5.105;1.12;2.178;0.067;0.206;16.752;2.797;5.749;0.675;1.789;0.449;3.3;0.221;2.574;19.903;12.775;1.0;VALOR
BATIDOS DE LECHE;;39.715;0.647;0.235;13.32;34.858;29.806;12.426;0.0;0.072;0.036;0.0;0.0;0.077;0.007;0.015;0.03;0.078;0.024;0.056;0.018;0.004;1.849;1.597;2.0;VALOR
BATIDOS CON CEREAL;;0.319;0.0;0.0;0.066;0.274;0.268;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;3.0;VALOR
BATIDOS DE YOGURT;;40.878;0.153;0.15;10.804;36.741;30.874;13.92;0.0;0.039;0.009;0.0;0.0;0.018;0.0;0.015;0.023;0.027;0.0;0.0;0.044;0.0;0.595;1.381;2.0;VALOR
BATIDO YOG.SIN LACT;;5.303;0.011;0.0;0.816;4.776;4.696;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.144;3.0;VALOR
LECHES FERMENTADAS;;97.376;2.929;0.783;45.08;95.239;90.381;58.139;0.038;0.597;0.109;0.05;0.047;0.517;0.084;0.164;0.176;0.04;0.0;0.58;0.031;0.16;5.235;8.207;2.0;VALOR
YOGURT;;95.278;2.445;0.75;40.103;92.503;86.629;53.125;0.038;0.505;0.11;0.0;0.047;0.467;0.084;0.156;0.177;0.04;0.0;0.508;0.031;0.16;4.405;7.002;3.0;VALOR
Y.CON ADITIVOS;;70.595;0.737;0.253;20.029;66.114;55.642;32.661;0.0;0.187;0.069;0.0;0.005;0.097;0.066;0.088;0.039;0.0;0.0;0.134;0.0;0.05;1.489;3.069;4.0;VALOR
Y.SIN ADITIVOS;;92.24;2.206;0.631;35.779;88.558;81.611;46.508;0.038;0.409;0.099;0.0;0.04;0.453;0.089;0.143;0.155;0.04;0.0;0.445;0.031;0.159;3.667;6.183;4.0;VALOR
YOGURT NATURAL;;61.092;1.09;0.386;17.313;56.121;48.178;23.399;0.016;0.216;0.113;0.0;0.025;0.184;0.051;0.068;0.048;0.015;0.0;0.294;0.018;0.135;1.322;2.869;4.0;VALOR
YOGURT SABORES;;56.833;0.846;0.331;15.82;52.161;44.97;20.909;0.023;0.127;0.106;0.0;0.0;0.083;0.018;0.037;0.089;0.011;0.0;0.124;0.012;0.0;2.11;2.485;4.0;VALOR
YOGURT FRUTAS;;22.55;0.208;0.039;3.48;20.413;12.09;11.225;0.0;0.095;0.0;0.0;0.0;0.042;0.0;0.015;0.0;0.0;0.0;0.065;0.0;0.0;0.135;0.455;4.0;VALOR
YOGURT DESNATADO;;55.302;0.442;0.163;15.562;49.51;41.791;19.274;0.0;0.139;0.081;0.0;0.014;0.051;0.047;0.032;0.113;0.0;0.0;0.044;0.0;0.008;0.919;2.188;4.0;VALOR
YOGURT ENRIQUECIDO;;16.042;0.388;0.027;6.683;11.068;8.722;3.14;0.0;0.145;0.026;0.0;0.0;0.1;0.0;0.026;0.038;0.0;0.0;0.014;0.0;0.012;0.329;0.615;4.0;VALOR
OTROS;;71.4;0.749;0.221;20.803;67.447;58.469;33.82;0.0;0.23;0.032;0.0;0.005;0.067;0.0;0.059;0.031;0.015;0.0;0.055;0.0;0.05;1.478;3.475;4.0;VALOR
YOGURT SIN LACTOSA;;15.332;0.18;0.037;4.778;12.719;12.103;1.791;0.0;0.099;0.015;0.0;0.0;0.0;0.0;0.023;0.014;0.0;0.0;0.0;0.0;0.0;0.308;0.637;4.0;VALOR
L.F.CON BIFIDUBACTE;;54.997;0.839;0.178;17.062;49.64;41.422;21.918;0.0;0.095;0.009;0.05;0.0;0.073;0.0;0.036;0.032;0.0;0.0;0.111;0.0;0.0;1.142;2.362;3.0;VALOR
O.LECHES FERMENTADS;;45.646;0.41;0.094;14.504;40.264;33.662;16.382;0.0;0.176;0.071;0.0;0.0;0.027;0.0;0.002;0.008;0.0;0.0;0.011;0.0;0.0;0.893;1.752;3.0;VALOR
LECHE FERM. SIN LACT;;15.603;0.18;0.037;4.987;12.876;12.261;1.791;0.0;0.099;0.015;0.0;0.0;0.0;0.0;0.023;0.014;0.0;0.0;0.0;0.0;0.0;0.304;0.668;2.0;VALOR
MANTEQUILLA;;55.607;0.941;0.158;16.246;49.244;41.381;20.393;0.009;0.182;0.029;0.0;0.0;0.142;0.015;0.071;0.041;0.067;0.0;0.16;0.0;0.013;1.919;2.566;2.0;VALOR
MANTEQ.ENV.LIGHT;;12.048;0.024;0.0;3.243;9.668;5.771;4.773;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;0.0;0.0;0.236;0.338;3.0;VALOR
MANTEQ.ENV.NORMAL;;52.499;0.942;0.158;14.77;46.202;39.46;18.072;0.004;0.182;0.029;0.0;0.0;0.142;0.015;0.071;0.041;0.067;0.0;0.164;0.0;0.013;1.763;2.38;3.0;VALOR
QUESO;;99.335;24.055;1.662;52.612;97.922;95.481;66.032;0.383;0.438;0.707;0.009;0.141;16.484;2.798;5.459;0.604;0.474;0.186;2.501;0.133;2.499;14.549;9.457;2.0;VALOR
QUESO FRESCO;;92.195;10.108;0.807;33.843;87.503;81.243;47.105;0.082;0.267;0.296;0.009;0.017;6.13;0.726;2.267;0.421;0.139;0.069;0.8;0.019;0.881;5.061;5.879;3.0;VALOR
Q.FRESCO LIGHT;;58.624;1.013;0.268;14.613;53.581;43.382;23.432;0.003;0.073;0.061;0.0;0.0;0.378;0.056;0.371;0.115;0.0;0.014;0.0;0.0;0.0;0.789;2.309;4.0;VALOR
Q.FRESCO SIN SAL;;3.025;0.151;0.094;0.493;2.356;2.122;0.294;0.0;0.0;0.0;0.0;0.0;0.066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.088;0.125;4.0;VALOR
Q.FRESCO BAJO SAL;;12.337;2.813;0.087;1.865;8.219;7.586;0.812;0.0;0.0;0.078;0.0;0.0;1.616;0.165;0.936;0.0;0.049;0.0;0.04;0.008;0.339;0.474;0.233;4.0;VALOR
Q.FRESCO CALCIO/VI;;9.873;0.0;0.02;1.926;8.473;7.992;0.749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.309;4.0;VALOR
QUESO FUNDIDO;;77.282;5.816;0.468;21.222;70.362;63.224;26.619;0.055;0.046;0.115;0.0;0.0;4.219;0.242;1.065;0.0;0.01;0.0;0.234;0.0;0.069;2.759;2.916;3.0;VALOR
QUESO TIERNO;;60.666;1.816;0.106;12.326;55.498;42.797;27.467;0.0;0.057;0.033;0.0;0.025;1.273;0.13;0.309;0.012;0.034;0.0;0.056;0.0;0.174;1.163;1.916;3.0;VALOR
QUESO SEMICURADO;;93.825;16.419;0.72;34.273;89.252;82.529;47.065;0.212;0.142;0.319;0.0;0.103;11.228;1.847;3.47;0.471;0.255;0.108;1.47;0.105;1.482;6.907;5.017;3.0;VALOR
