Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
BOQUERONES FRESCOS;;48.645;19.284;0.021;7.506;34.535;33.278;2.5;0.032;0.016;0.0;0.216;15.098;0.244;0.112;5.62;0.021;0.181;0.0;0.354;0.016;0.033;1.214;0.96;4.0;VALOR
SARDINAS FRESCAS;;38.704;13.175;0.009;5.634;27.012;26.077;1.729;0.13;0.016;0.0;0.403;9.977;0.129;0.097;3.52;0.0;0.144;0.0;0.102;0.0;0.033;0.917;0.716;4.0;VALOR
ATUN Y BONITO;;43.867;12.801;0.222;7.286;31.821;28.452;6.245;1.819;0.0;0.0;0.118;8.095;0.171;0.094;3.432;0.0;0.043;0.006;0.094;0.051;0.071;0.641;1.135;3.0;VALOR
TRUCHA FRESCA;;24.035;5.081;0.014;2.651;18.728;17.214;2.41;0.062;0.0;0.0;0.116;4.19;0.0;0.038;1.019;0.0;0.031;0.0;0.054;0.02;0.062;0.589;0.25;3.0;VALOR
LENGUADO;;20.194;10.781;0.025;2.174;8.252;8.063;0.199;1.896;0.0;0.0;0.241;7.729;0.075;0.0;2.454;0.0;0.071;0.041;0.053;0.098;0.064;0.743;0.423;3.0;VALOR
LENGUADO FRESCO;;17.272;9.178;0.019;1.997;7.023;6.834;0.193;0.038;0.0;0.0;0.221;7.528;0.046;0.0;2.232;0.0;0.071;0.0;0.0;0.014;0.064;0.382;0.361;4.0;VALOR
LENGUADO CONGELADO;;4.698;2.804;0.005;0.212;1.638;1.639;0.006;1.852;0.0;0.0;0.032;0.567;0.028;0.0;0.39;0.0;0.0;0.041;0.053;0.086;0.0;0.378;0.088;4.0;VALOR
BACALAO;;66.581;19.735;0.281;10.991;54.399;48.216;16.014;5.877;0.015;0.0;0.749;11.037;0.568;0.47;3.82;0.0;0.062;0.016;0.509;0.02;0.088;2.332;1.998;3.0;VALOR
BACALAO FRESCO;;52.035;14.089;0.092;7.843;41.006;36.848;8.587;0.219;0.0;0.0;0.322;10.639;0.405;0.402;3.456;0.0;0.052;0.0;0.239;0.02;0.058;1.619;1.285;4.0;VALOR
BACALAO CONGELADO;;38.655;7.848;0.213;4.203;30.495;24.656;9.89;5.781;0.015;0.0;0.479;0.984;0.204;0.082;0.797;0.0;0.03;0.016;0.27;0.0;0.088;0.975;1.167;4.0;VALOR
BACALADILLA;;32.91;8.299;0.087;5.043;24.6;23.143;2.263;0.209;0.0;0.0;0.317;6.411;0.033;0.105;1.834;0.0;0.015;0.0;0.107;0.0;0.042;0.756;0.916;4.0;VALOR
CABALLA FRESCA;;27.729;6.856;0.0;4.098;19.846;19.467;1.032;0.0;0.0;0.0;0.28;5.432;0.041;0.129;1.711;0.0;0.054;0.0;0.115;0.028;0.015;0.22;0.375;3.0;VALOR
SALMON;;66.645;16.525;0.268;10.04;55.245;49.587;14.347;4.122;0.03;0.0;0.266;10.834;0.272;0.196;2.811;0.0;0.07;0.0;0.182;0.014;0.177;1.062;1.869;3.0;VALOR
SALMON FRESCO;;60.406;13.445;0.246;8.952;50.126;44.732;11.832;0.166;0.03;0.0;0.239;10.759;0.251;0.155;2.772;0.0;0.07;0.0;0.182;0.014;0.064;0.987;1.265;4.0;VALOR
SALMON CONGELADO;;20.236;4.341;0.021;1.499;15.96;13.736;3.83;4.023;0.0;0.0;0.028;0.202;0.021;0.041;0.05;0.0;0.0;0.0;0.0;0.0;0.121;0.142;0.843;4.0;VALOR
LUBINA;;41.636;9.828;0.192;6.867;31.532;29.413;4.33;0.558;0.0;0.0;0.179;7.347;0.025;0.052;2.349;0.0;0.016;0.0;0.0;0.12;0.0;0.711;1.16;3.0;VALOR
DORADA;;47.91;10.947;0.075;7.852;37.693;34.012;6.486;0.721;0.019;0.0;0.352;8.266;0.033;0.0;2.573;0.0;0.039;0.0;0.23;0.051;0.062;0.817;1.613;3.0;VALOR
RODABALLO;;7.169;2.095;0.0;1.687;4.114;4.096;0.218;0.237;0.012;0.0;0.01;1.299;0.017;0.0;0.366;0.0;0.0;0.0;0.0;0.042;0.0;0.133;0.167;3.0;VALOR
RAPE;;27.903;11.453;0.116;3.838;16.387;15.298;1.73;3.058;0.012;0.0;0.356;6.668;0.155;0.065;2.387;0.0;0.061;0.109;0.081;0.0;0.058;0.553;0.458;3.0;VALOR
OTROS PESCADOS;;82.273;29.34;0.292;19.743;69.832;63.929;20.848;6.994;0.028;0.0;0.802;19.722;0.462;0.435;7.294;0.0;0.231;0.0;0.771;0.355;0.249;3.496;3.147;3.0;VALOR
OTROS PESCADOS FRE;;64.469;24.404;0.132;12.73;48.912;44.316;9.725;0.456;0.028;0.0;0.503;19.434;0.345;0.301;7.124;0.0;0.179;0.0;0.453;0.355;0.166;1.915;1.733;4.0;VALOR
OTROS PESCADOS CON;;58.935;10.385;0.19;10.793;49.113;42.834;14.326;6.751;0.017;0.0;0.488;2.821;0.204;0.118;0.603;0.0;0.052;0.0;0.338;0.0;0.146;1.864;1.926;4.0;VALOR
PEZ ESPADA/EMPERDR;;21.18;7.697;0.062;2.318;13.344;12.361;1.346;1.299;0.0;0.0;0.088;5.283;0.045;0.022;1.643;0.0;0.019;0.0;0.036;0.0;0.0;0.613;0.656;4.0;VALOR
MARISCO/MOLUSCO/CRUS;;91.542;35.801;0.763;30.991;84.057;77.455;38.151;15.178;0.039;0.0;1.131;20.8;0.852;0.639;8.392;0.021;0.367;0.143;0.724;0.297;0.325;5.9;4.975;2.0;VALOR
MARISCO/MOLUSC CONG;;81.759;25.053;0.503;18.696;71.492;62.281;29.3;14.514;0.019;0.0;0.95;9.354;0.591;0.316;3.203;0.0;0.089;0.013;0.501;0.152;0.189;3.523;3.182;3.0;VALOR
MARISCO/MOLUSC FRES;;73.984;25.48;0.426;17.671;62.333;57.004;15.742;2.312;0.009;0.0;0.524;19.243;0.234;0.481;7.72;0.021;0.264;0.081;0.25;0.183;0.176;2.576;2.364;3.0;VALOR
MARISCO/MOLUSC COCI;;61.762;10.847;0.158;15.706;50.975;43.854;15.66;3.157;0.022;0.0;0.272;6.116;0.147;0.09;1.79;0.0;0.033;0.09;0.207;0.027;0.089;1.92;1.382;3.0;VALOR
ALMEJAS,BERBERECHO;;43.261;15.759;0.136;5.759;29.778;24.351;8.309;3.612;0.022;0.0;0.302;10.26;0.085;0.113;3.884;0.0;0.046;0.0;0.129;0.021;0.066;1.092;0.746;3.0;VALOR
ALMEJAS CONGELADO;;16.286;4.157;0.009;1.448;11.573;5.648;6.8;3.246;0.016;0.0;0.16;0.718;0.033;0.05;0.434;0.0;0.0;0.0;0.03;0.0;0.0;0.307;0.274;4.0;VALOR
BERBEREC.CONGELADO;;0.872;0.26;0.0;0.038;0.573;0.373;0.206;0.219;0.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.053;0.0;4.0;VALOR
ALMEJAS,BERB.FRESC;;34.196;13.434;0.125;4.72;21.773;20.689;2.053;0.329;0.009;0.0;0.19;10.029;0.052;0.087;3.89;0.0;0.046;0.0;0.099;0.021;0.066;0.791;0.471;4.0;VALOR
MEJILLON;;47.918;15.527;0.086;7.48;35.367;30.64;8.025;3.417;0.0;0.0;0.411;10.186;0.085;0.208;3.559;0.0;0.057;0.041;0.175;0.022;0.1;1.102;0.902;3.0;VALOR
MEJILLON CONGELADO;;8.5;4.31;0.0;0.756;3.531;1.602;1.963;3.291;0.0;0.0;0.121;0.731;0.021;0.122;0.253;0.0;0.0;0.0;0.107;0.0;0.0;0.145;0.031;4.0;VALOR
MEJILLON FRESCO;;45.16;13.102;0.086;7.05;33.872;29.981;6.593;0.343;0.0;0.0;0.302;9.944;0.063;0.09;3.443;0.0;0.057;0.041;0.093;0.022;0.1;0.976;0.873;4.0;VALOR
CALAMARES,PULPO;;65.062;22.346;0.17;11.688;51.328;45.572;13.744;8.044;0.01;0.0;0.837;12.618;0.25;0.28;5.175;0.0;0.193;0.041;0.19;0.117;0.137;1.909;1.946;3.0;VALOR
CALAMARES CONGELAD;;42.498;10.789;0.068;5.17;33.048;26.467;11.158;6.839;0.01;0.0;0.407;3.128;0.148;0.136;1.269;0.0;0.004;0.0;0.084;0.027;0.0;1.086;1.238;4.0;VALOR
PULPO CONGELADO;;6.174;2.924;0.0;0.732;2.486;2.338;0.169;2.317;0.0;0.0;0.037;0.672;0.018;0.0;0.104;0.0;0.0;0.0;0.0;0.019;0.037;0.356;0.039;4.0;VALOR
CALAMAR Y PULPO FR;;46.723;15.746;0.1;7.42;34.247;32.21;3.72;0.509;0.0;0.0;0.467;11.884;0.088;0.154;4.604;0.0;0.194;0.041;0.106;0.109;0.104;0.808;1.029;4.0;VALOR
GAMBAS/LANGOSTINOS;;83.312;25.971;0.28;23.56;71.942;63.116;26.764;11.247;0.037;0.0;0.475;13.445;0.514;0.366;5.373;0.021;0.115;0.051;0.399;0.124;0.18;2.925;3.031;3.0;VALOR
GAMBAS/LANG.CONG.;;72.398;19.25;0.234;14.994;60.485;50.957;22.298;10.457;0.016;0.0;0.474;7.186;0.418;0.254;2.337;0.0;0.034;0.013;0.297;0.105;0.131;2.146;2.222;4.0;VALOR
GAMBAS/LANG.COCIDO;;49.203;7.128;0.011;13.286;38.033;32.317;9.201;1.989;0.022;0.0;0.062;4.244;0.048;0.056;1.097;0.0;0.033;0.041;0.068;0.027;0.039;0.892;1.11;4.0;VALOR
GAMBAS/LANG.FRESCO;;37.423;13.297;0.044;5.366;25.519;23.917;2.793;1.316;0.0;0.0;0.213;9.563;0.042;0.121;4.114;0.021;0.048;0.0;0.06;0.029;0.045;0.551;0.607;4.0;VALOR
OTROS MARISC/MOLUSC;;73.713;24.424;0.395;14.531;62.043;55.688;17.64;9.616;0.007;0.0;0.697;13.562;0.283;0.434;5.773;0.0;0.131;0.045;0.32;0.133;0.278;2.864;1.81;3.0;VALOR
OTROS MARISC.CONG.;;41.703;13.798;0.252;5.138;29.76;27.182;3.94;8.857;0.008;0.0;0.391;3.986;0.12;0.164;1.61;0.0;0.061;0.0;0.136;0.0;0.153;0.957;0.691;4.0;VALOR
OTROS MARISC.COCI.;;37.376;6.482;0.15;4.858;30.572;24.71;9.343;1.855;0.0;0.0;0.258;3.662;0.1;0.103;1.018;0.0;0.0;0.045;0.139;0.0;0.072;1.496;0.547;4.0;VALOR
OTROS MARISC.FRES.;;54.511;16.622;0.161;9.592;42.745;37.614;8.862;1.358;0.012;0.0;0.413;12.052;0.127;0.298;5.19;0.0;0.059;0.0;0.116;0.133;0.125;1.257;0.989;4.0;VALOR
CONS.PESCADO/MOLUSCO;;98.387;15.882;1.749;50.603;95.403;90.684;56.079;1.57;0.21;0.0;1.141;4.321;3.008;2.627;5.484;0.025;0.235;0.142;2.083;0.027;0.677;12.634;8.856;2.0;VALOR
SARDINAS;;50.529;1.298;0.345;14.614;42.386;36.092;13.79;0.103;0.066;0.0;0.161;0.064;0.185;0.026;0.179;0.01;0.0;0.0;0.162;0.0;0.048;1.656;1.977;3.0;VALOR
ATUN;;93.602;2.964;0.974;38.609;84.245;76.09;36.864;0.058;0.049;0.0;0.246;0.112;0.33;0.329;0.488;0.016;0.04;0.054;0.854;0.0;0.157;6.674;6.255;3.0;VALOR
CHICHARRO/CABALLA;;30.772;0.494;0.227;8.079;25.172;22.688;5.611;0.0;0.0;0.0;0.057;0.063;0.047;0.026;0.019;0.0;0.0;0.0;0.098;0.0;0.025;1.363;0.985;3.0;VALOR
MEJILLONES;;54.883;1.801;0.501;16.357;46.053;39.099;15.532;0.294;0.007;0.0;0.244;0.298;0.265;0.13;0.337;0.009;0.009;0.015;0.13;0.0;0.052;3.2;2.048;3.0;VALOR
BERBERECHOS;;23.319;1.015;0.272;6.493;18.54;15.581;5.067;0.177;0.01;0.0;0.031;0.0;0.096;0.114;0.167;0.0;0.0;0.045;0.157;0.0;0.024;1.07;0.794;3.0;VALOR
ALMEJAS;;13.443;0.338;0.066;3.466;10.494;9.614;1.622;0.0;0.038;0.0;0.024;0.0;0.011;0.013;0.036;0.0;0.0;0.015;0.101;0.0;0.0;0.668;0.18;3.0;VALOR
CALAMARES;;27.396;0.437;0.194;8.723;20.93;18.119;5.303;0.0;0.016;0.0;0.009;0.0;0.038;0.007;0.042;0.0;0.0;0.024;0.064;0.0;0.032;1.054;1.01;3.0;VALOR
PULPO;;5.332;0.158;0.106;1.576;3.576;2.814;0.792;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.322;0.136;3.0;VALOR
ANCHOAS;;46.711;2.674;0.156;10.346;39.666;33.853;10.969;0.049;0.019;0.0;0.131;1.116;0.42;0.378;0.701;0.0;0.026;0.0;0.133;0.0;0.121;1.433;1.53;3.0;VALOR
SALMON AHUMADO;;50.587;1.847;0.068;13.515;43.887;37.592;13.636;0.098;0.065;0.0;0.208;0.797;0.479;0.075;0.319;0.0;0.062;0.0;0.065;0.0;0.011;1.838;1.819;3.0;VALOR
TRUCHA AHUMADA;;2.722;0.022;0.0;0.667;2.161;1.144;1.207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.066;3.0;VALOR
OTROS AHUMADOS;;13.905;3.071;0.036;2.171;8.76;8.241;0.794;0.393;0.038;0.0;0.337;0.924;0.255;0.48;1.223;0.0;0.0;0.0;0.347;0.038;0.02;0.961;0.33;3.0;VALOR
OTRAS CONS.PESCADO;;83.278;12.46;0.752;25.164;76.259;67.628;35.421;1.105;0.006;0.0;0.458;3.186;1.909;2.222;4.635;0.0;0.154;0.093;0.969;0.017;0.585;5.689;3.393;3.0;VALOR
BOQUERONES;;22.096;0.453;0.024;3.936;19.485;16.568;4.248;0.04;0.0;0.0;0.0;0.166;0.136;0.0;0.038;0.0;0.0;0.014;0.0;0.0;0.0;0.591;0.477;4.0;VALOR
PESCADO SALADO;;33.55;10.934;0.268;3.339;21.61;18.54;4.301;0.89;0.0;0.0;0.344;2.983;1.405;2.064;4.434;0.0;0.066;0.0;0.826;0.017;0.366;2.167;0.318;4.0;VALOR
SUSHI;;9.97;0.0;0.0;1.898;8.727;5.707;3.966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;0.072;4.0;VALOR
TOTAL LECHE LIQUIDA;;97.486;5.139;1.274;45.775;93.624;89.653;48.963;0.106;0.234;0.104;1.268;0.029;0.394;0.151;0.426;0.565;0.669;0.128;1.269;0.459;0.64;10.306;10.314;1.0;VALOR
LECHE PASTERIZADA;;18.826;0.745;0.134;4.555;15.59;11.6;7.661;0.0;0.044;0.0;0.147;0.0;0.025;0.143;0.083;0.239;0.054;0.0;0.232;0.032;0.174;0.967;0.657;2.0;VALOR
LECHE ESTERILIZADA;;97.019;4.389;1.215;45.146;93.015;88.902;46.92;0.106;0.224;0.104;1.099;0.029;0.374;0.013;0.363;0.112;0.652;0.128;1.147;0.086;0.03;9.695;10.19;2.0;VALOR
LECHE CRUDA;;1.865;0.403;0.061;0.044;0.498;0.455;0.068;0.0;0.0;0.0;0.126;0.0;0.0;0.031;0.0;0.324;0.113;0.0;0.0;0.406;0.545;0.278;0.119;2.0;VALOR
LECHE BOTELLA VIDRIO;;0.357;0.103;0.0;0.081;0.171;0.171;0.0;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.0;0.07;0.0;0.0;0.045;0.07;2.0;VALOR
LECHE BOTELLA PLAST.;;40.697;0.954;0.19;13.301;34.929;31.066;11.126;0.0;0.041;0.025;0.182;0.0;0.087;0.0;0.186;0.143;0.14;0.065;0.168;0.0;0.0;2.621;2.452;2.0;VALOR
LECHE CARTON;;95.998;4.241;1.2;42.848;91.635;87.012;45.981;0.106;0.217;0.078;1.005;0.029;0.318;0.153;0.355;0.258;0.536;0.073;1.131;0.122;0.186;8.696;9.458;2.0;VALOR
LECHE BOLSA;;0.153;0.032;0.0;0.027;0.108;0.108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.032;0.0;0.0;0.0;0.0;0.013;0.0;2.0;VALOR
LECHE ENVASADA;;97.451;4.89;1.229;45.763;93.616;89.653;48.945;0.106;0.234;0.104;1.146;0.029;0.394;0.153;0.426;0.334;0.606;0.128;1.269;0.122;0.186;10.119;10.266;2.0;VALOR
LECHE ENTERA;;67.192;2.374;0.501;23.734;60.708;54.648;25.12;0.047;0.107;0.025;0.515;0.014;0.248;0.143;0.176;0.256;0.25;0.052;0.488;0.049;0.176;4.885;4.501;3.0;VALOR
LECHE DESNATADA;;51.188;1.235;0.395;17.895;46.113;41.266;17.34;0.042;0.019;0.0;0.27;0.0;0.017;0.0;0.3;0.012;0.135;0.023;0.378;0.022;0.0;2.77;3.587;3.0;VALOR
LECHE SEMIDESNATAD;;77.022;2.743;0.731;29.084;71.116;65.063;32.788;0.021;0.165;0.078;0.648;0.015;0.207;0.013;0.104;0.096;0.435;0.081;0.628;0.051;0.032;5.907;6.373;3.0;VALOR
LECHE DE CABRA;;1.883;0.0;0.0;0.379;1.632;1.542;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;0.154;3.0;VALOR
LECHE SIN LACTOSA;;36.584;0.806;0.133;11.119;33.185;29.655;13.163;0.0;0.024;0.025;0.191;0.0;0.032;0.0;0.133;0.008;0.032;0.067;0.159;0.0;0.0;1.526;2.47;3.0;VALOR
LECHE ENRIQUECIDA;;46.359;0.503;0.247;11.71;40.643;36.981;9.767;0.0;0.0;0.0;0.14;0.014;0.01;0.0;0.066;0.0;0.071;0.013;0.134;0.022;0.0;1.438;2.601;3.0;VALOR
L.ENRQ.CON CALCIO;;22.84;0.262;0.184;4.812;20.13;17.815;4.789;0.0;0.0;0.0;0.042;0.014;0.0;0.0;0.048;0.0;0.058;0.0;0.098;0.022;0.0;0.492;1.053;4.0;VALOR
L.ENRQ.CON VITAMIN;;31.881;0.259;0.097;7.664;27.189;24.307;6.245;0.0;0.0;0.0;0.136;0.0;0.01;0.0;0.017;0.0;0.013;0.013;0.041;0.0;0.0;0.929;1.66;4.0;VALOR
L.ENRQ.OTROS ADIT.;;2.843;0.0;0.051;0.938;2.036;1.967;0.122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.145;0.128;4.0;VALOR
BIFIDUS+FIBRA;;0.423;0.0;0.0;0.185;0.248;0.197;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047;0.042;5.0;VALOR
RESTO OTROS ADITI;;2.435;0.0;0.051;0.756;1.811;1.789;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.134;0.086;5.0;VALOR
TOTAL OTRAS LECHES;;41.954;1.133;0.196;11.527;35.528;30.293;10.99;0.0;0.067;0.823;0.094;0.008;0.016;0.0;0.023;0.0;0.0;0.0;0.024;0.0;0.0;1.258;2.087;1.0;VALOR
LECHE CONDENSADA;;30.135;0.232;0.108;7.963;25.371;21.088;8.112;0.0;0.0;0.0;0.055;0.008;0.016;0.0;0.023;0.0;0.0;0.0;0.007;0.0;0.0;0.881;0.986;2.0;VALOR
LECHE EN POLVO;;7.889;0.9;0.055;2.358;5.328;5.016;0.658;0.0;0.067;0.823;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32;0.736;2.0;VALOR
LECHE EVAPORADA;;13.721;0.033;0.034;2.795;11.659;9.564;3.245;0.0;0.0;0.0;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;0.0;0.0;0.177;0.473;2.0;VALOR
PREPARADOS LACTEOS;;12.131;0.163;0.078;3.867;10.512;9.71;2.524;0.0;0.0;0.004;0.072;0.003;0.003;0.0;0.027;0.0;0.003;0.0;0.003;0.0;0.011;0.659;0.676;1.0;VALOR
DERIVADOS LACTEOS;;99.845;30.313;2.399;62.765;99.048;97.903;74.845;5.23;0.952;0.097;2.872;0.171;16.87;2.548;5.667;0.797;1.715;0.299;3.876;0.471;2.542;19.701;14.298;1.0;VALOR
BATIDOS DE LECHE;;40.649;0.782;0.301;13.188;35.664;31.287;12.375;0.0;0.011;0.0;0.072;0.0;0.055;0.0;0.028;0.035;0.13;0.01;0.084;0.0;0.003;1.976;1.985;2.0;VALOR
BATIDOS CON CEREAL;;0.29;0.0;0.0;0.052;0.241;0.241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.005;3.0;VALOR
BATIDOS DE YOGURT;;41.886;0.179;0.09;11.205;37.508;31.648;13.984;0.0;0.038;0.0;0.019;0.0;0.0;0.0;0.0;0.023;0.0;0.0;0.018;0.0;0.0;0.439;1.525;2.0;VALOR
BATIDO YOG.SIN LACT;;4.63;0.041;0.0;1.354;3.478;3.355;0.224;0.0;0.0;0.0;0.006;0.0;0.0;0.0;0.0;0.023;0.0;0.0;0.018;0.0;0.0;0.062;0.091;3.0;VALOR
LECHES FERMENTADAS;;97.452;3.255;1.179;44.942;95.181;90.957;58.616;0.038;0.563;0.097;0.215;0.0;0.417;0.067;0.25;0.165;0.103;0.011;0.752;0.0;0.008;5.205;9.31;2.0;VALOR
YOGURT;;94.912;2.699;0.959;39.183;91.891;86.618;53.323;0.019;0.366;0.098;0.169;0.0;0.357;0.067;0.211;0.131;0.012;0.011;0.637;0.0;0.008;4.322;7.831;3.0;VALOR
Y.CON ADITIVOS;;73.845;0.959;0.254;22.69;68.485;57.768;35.051;0.0;0.086;0.054;0.095;0.0;0.111;0.026;0.135;0.046;0.0;0.0;0.219;0.0;0.0;1.939;3.636;4.0;VALOR
Y.SIN ADITIVOS;;91.44;2.316;0.856;33.845;87.608;81.481;45.376;0.019;0.35;0.046;0.128;0.0;0.332;0.079;0.134;0.107;0.012;0.011;0.563;0.0;0.008;3.434;6.85;4.0;VALOR
YOGURT NATURAL;;57.665;1.132;0.324;15.477;53.141;45.977;22.244;0.0;0.209;0.046;0.084;0.0;0.299;0.051;0.049;0.065;0.012;0.0;0.249;0.0;0.0;1.24;3.028;4.0;VALOR
YOGURT SABORES;;54.147;0.856;0.439;14.114;49.462;42.714;19.845;0.019;0.104;0.0;0.136;0.0;0.015;0.028;0.074;0.02;0.012;0.011;0.135;0.0;0.0;1.787;2.578;4.0;VALOR
YOGURT FRUTAS;;28.678;0.145;0.012;5.242;25.923;15.535;14.762;0.0;0.043;0.0;0.0;0.0;0.015;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.0;0.291;0.813;4.0;VALOR
YOGURT DESNATADO;;57.918;0.571;0.265;17.215;51.618;43.643;20.896;0.0;0.044;0.0;0.048;0.0;0.097;0.026;0.022;0.034;0.0;0.0;0.146;0.0;0.008;1.047;2.911;4.0;VALOR
YOGURT ENRIQUECIDO;;18.792;0.474;0.11;7.453;12.637;9.724;3.895;0.0;0.138;0.0;0.033;0.0;0.074;0.0;0.026;0.034;0.0;0.0;0.067;0.0;0.0;0.596;0.879;4.0;VALOR
OTROS;;71.318;0.767;0.426;20.359;67.107;57.663;34.344;0.0;0.085;0.054;0.045;0.0;0.032;0.0;0.11;0.051;0.0;0.0;0.19;0.0;0.0;1.491;3.643;4.0;VALOR
YOGURT SIN LACTOSA;;17.723;0.176;0.076;5.475;15.115;13.15;3.893;0.0;0.082;0.017;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.042;0.0;0.0;0.375;0.896;4.0;VALOR
L.F.CON BIFIDUBACTE;;58.359;0.846;0.404;18.373;52.953;44.383;24.181;0.022;0.118;0.0;0.079;0.0;0.024;0.0;0.078;0.065;0.045;0.0;0.155;0.0;0.0;1.436;3.038;3.0;VALOR
O.LECHES FERMENTADS;;46.233;0.537;0.213;15.024;41.137;34.767;15.943;0.0;0.272;0.036;0.017;0.0;0.041;0.0;0.0;0.014;0.083;0.0;0.116;0.0;0.0;0.942;2.363;3.0;VALOR
LECHE FERM. SIN LACT;;18.219;0.187;0.076;5.79;15.371;13.406;3.899;0.0;0.081;0.017;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.042;0.0;0.0;0.373;0.933;2.0;VALOR
MANTEQUILLA;;57.879;1.104;0.248;16.133;51.972;43.305;21.917;0.0;0.073;0.0;0.026;0.009;0.231;0.014;0.106;0.01;0.069;0.0;0.249;0.0;0.017;1.53;2.685;2.0;VALOR
MANTEQ.ENV.LIGHT;;14.415;0.047;0.0;3.225;12.267;6.007;7.273;0.0;0.0;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.033;0.0;0.0;0.142;0.348;3.0;VALOR
MANTEQ.ENV.NORMAL;;53.798;1.057;0.248;14.462;47.953;41.381;17.671;0.0;0.073;0.0;0.018;0.009;0.231;0.014;0.106;0.01;0.069;0.0;0.214;0.0;0.017;1.426;2.505;3.0;VALOR
QUESO;;99.213;24.898;1.584;53.295;97.649;95.2;65.938;0.272;0.337;0.0;1.041;0.074;16.537;2.493;5.441;0.673;0.622;0.265;2.729;0.472;2.497;15.028;10.547;2.0;VALOR
QUESO FRESCO;;91.949;10.32;0.703;33.907;87.16;80.694;46.37;0.053;0.138;0.0;0.358;0.018;6.418;0.426;2.211;0.349;0.188;0.064;0.716;0.079;0.626;4.413;5.932;3.0;VALOR
Q.FRESCO LIGHT;;59.736;1.383;0.235;14.161;54.642;44.101;24.486;0.0;0.031;0.0;0.052;0.003;0.642;0.025;0.483;0.141;0.0;0.009;0.067;0.0;0.0;0.716;2.496;4.0;VALOR
Q.FRESCO SIN SAL;;3.248;0.236;0.054;0.572;2.604;2.202;0.403;0.0;0.011;0.0;0.0;0.0;0.096;0.0;0.0;0.0;0.0;0.0;0.005;0.024;0.0;0.091;0.105;4.0;VALOR
Q.FRESCO BAJO SAL;;14.064;3.351;0.113;2.042;9.482;8.24;1.502;0.0;0.005;0.0;0.073;0.017;2.572;0.053;0.835;0.0;0.024;0.014;0.119;0.055;0.223;0.473;0.182;4.0;VALOR
Q.FRESCO CALCIO/VI;;10.557;0.012;0.018;1.808;9.154;8.859;0.539;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.259;4.0;VALOR
QUESO FUNDIDO;;77.601;5.919;0.491;22.335;70.706;63.472;25.933;0.031;0.051;0.0;0.088;0.0;3.777;0.119;1.012;0.011;0.156;0.032;0.268;0.0;0.009;3.185;3.267;3.0;VALOR
QUESO TIERNO;;59.646;2.104;0.146;13.411;53.466;39.704;27.496;0.0;0.016;0.0;0.04;0.0;1.02;0.315;0.415;0.133;0.0;0.0;0.124;0.0;0.201;1.101;2.245;3.0;VALOR
QUESO SEMICURADO;;93.625;15.778;0.664;35.239;88.501;81.472;45.441;0.077;0.12;0.0;0.474;0.038;10.126;1.86;3.588;0.453;0.258;0.079;1.685;0.217;1.674;8.185;5.75;3.0;VALOR
