Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
ALMEJAS,BERB.FRESC;;32.188;33.648;31.257;32.502;28.236;33.635;34.165;23.133;27.532;27.902;37.567;15.339;23.796;35.424;42.052;38.615;26.102;38.194;31.64;32.785;33.172;27.898;44.344;28.735;31.726;32.59;32.389;9.988;25.311;32.469;32.416;32.095;34.318;10.433;22.668;23.133;31.679;39.344;27.009;42.472;22.104;41.555;4.0;VALOR
MEJILLON;;45.486;46.438;41.473;45.241;43.632;48.711;47.753;35.008;41.104;39.943;52.347;22.057;36.315;50.433;56.283;53.231;38.725;52.306;44.917;46.261;51.209;50.08;44.574;40.643;49.686;50.04;44.099;22.435;44.082;48.764;44.169;45.034;46.964;17.516;33.241;35.008;45.047;53.243;42.24;56.982;36.133;56.213;3.0;VALOR
MEJILLON CONGELADO;;7.692;8.504;6.815;6.494;8.733;8.443;8.044;6.203;7.051;6.838;8.975;2.577;6.356;8.306;9.612;8.925;5.12;9.679;7.807;8.662;12.108;6.24;4.471;7.886;6.251;3.938;6.999;15.106;11.222;10.374;6.843;5.876;9.346;1.8;6.216;6.203;7.608;9.91;8.192;9.373;3.371;9.952;4.0;VALOR
MEJILLON FRESCO;;42.58;42.961;39.958;42.816;40.872;44.889;44.738;32.046;38.538;37.512;48.865;20.486;33.594;47.714;52.541;50.015;36.171;48.69;42.491;43.358;47.039;48.507;43.672;37.422;46.459;48.585;41.205;11.336;39.031;45.493;41.656;42.599;43.533;16.267;29.956;32.046;42.618;50.664;38.954;53.827;34.358;52.234;4.0;VALOR
CALAMARES,PULPO;;63.378;67.35;62.037;64.256;59.349;62.187;64.432;56.394;62.901;60.102;67.472;50.191;56.445;68.996;69.424;69.187;53.785;67.109;66.044;68.437;67.103;65.981;63.904;61.663;64.785;64.149;58.637;51.898;61.246;68.494;62.521;62.529;62.783;45.774;51.3;56.394;66.602;76.594;60.926;73.927;50.944;68.856;3.0;VALOR
CALAMARES CONGELAD;;41.453;44.092;39.552;42.594;40.843;39.712;42.255;36.665;40.353;39.35;44.039;39.76;36.314;44.378;45.425;44.882;34.894;43.539;43.659;45.841;48.14;45.21;42.482;38.922;39.611;35.298;37.242;31.669;43.132;42.636;41.281;40.871;41.316;27.219;33.896;36.665;43.56;54.211;38.357;47.941;31.856;44.669;4.0;VALOR
PULPO CONGELADO;;6.219;8.793;6.06;5.16;7.528;5.087;6.679;3.713;4.503;5.46;7.098;1.411;4.858;6.958;7.904;7.412;2.533;9.148;8.074;6.561;5.324;4.55;4.703;6.069;10.444;12.659;4.39;11.955;5.511;5.713;6.031;6.23;7.98;0.701;6.299;3.713;5.205;9.341;7.827;10.247;2.262;6.866;4.0;VALOR
CALAMAR Y PULPO FR;;44.204;48.658;40.805;45.81;39.506;43.412;45.553;34.54;43.592;40.246;49.1;22.861;36.631;49.864;51.418;50.579;35.028;49.085;46.502;47.528;43.847;46.363;44.581;43.694;46.757;50.476;43.612;30.929;42.209;50.812;42.762;43.312;43.657;26.585;31.655;34.54;46.575;55.203;41.43;56.597;28.888;51.548;4.0;VALOR
GAMBAS/LANGOSTINOS;;83.24;88.456;82.984;83.23;77.986;81.407;84.162;82.04;81.768;81.424;85.855;73.591;79.205;88.072;88.0;87.977;75.262;86.513;84.325;87.569;81.744;83.777;86.591;83.847;84.645;81.572;85.416;69.477;85.792;86.727;81.905;82.459;83.513;59.438;78.872;82.04;85.682;91.967;82.654;91.554;74.767;87.488;3.0;VALOR
GAMBAS/LANG.CONG.;;71.48;76.237;70.249;72.239;67.348;69.42;73.023;66.994;67.119;69.07;74.709;63.994;65.174;76.129;77.438;76.696;62.015;76.769;74.817;73.251;73.117;75.021;71.144;69.817;72.18;69.49;71.69;63.579;79.177;73.226;71.281;70.111;69.574;50.831;66.346;66.994;72.409;81.208;70.612;82.583;58.659;76.678;4.0;VALOR
GAMBAS/LANG.COCIDO;;50.423;57.647;50.777;50.531;46.767;45.59;51.04;48.552;51.409;49.518;51.937;38.553;47.316;57.912;50.911;54.458;38.765;54.715;52.574;57.381;41.621;53.503;61.315;57.297;50.118;40.645;50.488;27.301;42.775;51.86;48.211;53.152;53.599;25.712;49.585;48.552;55.792;63.785;51.408;60.621;42.673;49.012;4.0;VALOR
GAMBAS/LANG.FRESCO;;35.828;39.521;36.016;34.856;31.501;36.347;37.548;32.542;32.657;33.661;39.218;30.225;29.584;40.736;42.502;41.367;29.68;41.435;36.513;36.744;36.983;34.398;44.333;35.831;39.576;30.853;34.088;15.157;33.458;35.805;35.069;34.678;40.574;17.049;34.472;32.542;34.96;46.437;32.41;42.31;30.197;42.501;4.0;VALOR
OTROS MARISC/MOLUSC;;68.959;73.008;65.526;69.091;67.165;68.277;70.492;64.807;67.38;65.544;73.779;53.257;62.238;75.166;76.645;75.778;59.767;73.476;71.036;72.899;71.74;70.443;68.869;67.136;74.546;72.833;65.907;53.437;72.279;72.529;69.2;65.45;68.973;45.082;54.077;64.807;71.233;80.606;65.937;81.157;61.64;75.61;3.0;VALOR
OTROS MARISC.CONG.;;32.734;34.584;30.782;32.806;30.895;34.267;34.676;26.636;27.718;28.501;38.278;25.795;24.094;36.442;41.099;38.378;27.471;35.97;34.748;33.991;36.329;33.318;32.919;28.915;30.109;40.399;25.793;37.017;33.018;36.009;33.277;29.861;33.279;14.185;23.746;26.636;32.655;40.446;29.901;39.915;27.012;40.368;4.0;VALOR
OTROS MARISC.COCI.;;36.711;38.198;34.08;35.709;38.069;37.199;37.947;29.821;34.557;33.283;41.023;25.027;31.269;40.459;41.177;40.798;31.501;40.113;36.021;39.547;35.99;34.71;38.034;39.65;45.256;29.807;37.218;29.493;39.668;37.384;35.458;36.736;38.387;18.365;26.959;29.821;37.026;45.462;31.445;47.519;32.367;40.304;4.0;VALOR
OTROS MARISC.FRES.;;51.365;55.629;49.877;53.254;47.493;48.672;52.94;49.547;49.03;48.768;55.251;34.711;45.277;57.544;58.906;58.075;41.721;57.476;53.447;54.811;54.848;55.908;51.271;48.514;57.468;58.649;48.544;22.697;53.447;56.278;51.405;48.062;50.889;24.342;41.997;49.547;52.068;61.058;50.533;65.25;42.869;58.023;4.0;VALOR
CONS.PESCADO/MOLUSCO;;98.175;98.909;98.119;98.307;97.339;97.869;98.235;97.517;98.669;98.106;98.27;97.182;97.991;98.926;98.497;98.718;97.124;98.537;98.501;98.724;98.32;98.51;98.839;98.235;97.25;97.557;98.032;95.748;98.075;98.478;98.03;97.927;98.634;95.716;97.908;97.517;99.065;99.557;98.12;99.12;97.586;98.391;2.0;VALOR
SARDINAS;;51.551;49.553;48.271;53.219;49.363;55.29;54.996;34.073;42.621;45.886;58.531;28.365;41.323;54.145;65.196;59.501;53.287;55.296;48.869;47.13;48.689;45.224;41.945;57.705;62.658;61.805;56.991;50.71;61.523;53.166;48.747;53.139;50.815;35.215;40.63;34.073;44.441;60.7;44.788;59.603;47.461;64.732;3.0;VALOR
ATUN;;93.139;95.642;92.412;92.775;92.587;91.87;93.069;92.367;94.73;93.249;93.011;91.703;92.86;94.749;93.166;93.97;90.41;93.479;94.242;95.366;93.3;94.082;94.628;93.509;92.341;91.733;89.295;92.718;92.666;94.118;93.152;92.481;93.369;89.135;91.343;92.367;95.882;96.835;93.513;95.241;90.506;92.907;3.0;VALOR
CHICHARRO/CABALLA;;30.713;32.208;28.846;32.051;29.821;29.629;31.215;25.361;31.539;30.804;30.63;23.027;29.81;34.772;29.859;32.394;26.823;31.486;32.359;33.296;20.817;34.23;41.921;40.497;30.537;16.684;17.56;29.577;38.468;30.721;29.994;29.74;31.188;25.185;30.577;25.361;32.456;39.585;29.288;37.555;27.35;28.906;3.0;VALOR
MEJILLONES;;54.33;57.177;52.664;55.441;51.624;53.307;55.487;45.586;54.159;52.871;56.13;46.065;49.906;60.427;55.968;58.271;48.742;56.792;55.747;57.091;49.943;62.435;50.312;60.569;60.553;57.247;47.83;35.167;61.503;57.808;53.801;52.253;52.876;35.68;48.552;45.586;56.894;65.58;50.242;63.357;53.227;55.631;3.0;VALOR
BERBERECHOS;;22.306;26.882;22.058;22.482;19.46;19.758;22.897;19.84;20.785;21.418;23.398;19.072;18.993;23.889;25.162;24.486;19.117;24.933;22.623;22.911;37.448;33.205;14.581;17.453;16.501;11.047;11.801;17.225;25.926;22.634;23.189;19.581;22.669;12.182;20.523;19.84;21.963;24.208;21.744;28.156;17.784;24.647;3.0;VALOR
ALMEJAS;;14.719;16.336;12.741;15.456;14.496;13.813;15.591;10.551;12.566;13.724;15.939;15.546;11.826;16.617;16.338;16.476;11.948;17.236;14.409;15.272;20.54;19.703;11.0;15.163;15.495;7.435;7.48;10.244;20.329;13.901;14.568;14.162;14.959;8.248;15.352;10.551;15.086;19.452;11.922;17.262;11.897;16.568;3.0;VALOR
CALAMARES;;25.632;27.078;22.937;26.33;26.037;24.977;25.961;23.088;25.723;25.126;26.278;24.387;25.126;29.814;22.444;26.284;20.419;26.308;27.034;30.014;23.486;24.7;26.93;31.253;31.145;21.443;19.864;20.158;27.738;26.202;25.534;24.844;25.982;20.081;27.292;23.088;27.662;35.218;24.883;30.14;22.835;22.012;3.0;VALOR
PULPO;;4.671;5.554;3.415;5.312;4.088;4.675;4.907;2.711;4.541;4.192;5.268;3.873;4.384;5.26;4.705;4.993;3.088;5.702;5.081;5.263;5.11;8.274;3.029;4.478;5.842;5.091;2.099;3.34;6.92;5.098;4.724;4.985;3.43;3.527;6.583;2.711;4.813;6.909;4.246;6.782;3.085;4.439;3.0;VALOR
ANCHOAS;;44.269;47.6;42.603;44.951;41.378;43.262;45.97;31.425;42.862;41.146;48.147;26.515;36.907;50.778;49.551;50.193;37.957;48.037;46.421;45.537;48.09;54.201;45.185;44.344;39.3;32.041;41.694;24.465;50.734;44.523;45.049;41.17;44.403;24.079;33.881;31.425;45.682;56.147;41.981;55.416;37.847;48.725;3.0;VALOR
SALMON AHUMADO;;50.74;59.61;54.465;50.76;47.48;41.832;50.827;47.95;53.438;52.878;48.104;51.344;49.391;54.783;49.373;52.204;44.475;52.055;53.71;54.077;54.658;56.424;50.354;57.642;47.111;34.072;44.228;31.128;49.48;46.051;49.39;50.491;59.334;51.462;47.97;47.95;54.66;59.083;52.859;55.426;44.902;47.692;3.0;VALOR
TRUCHA AHUMADA;;3.072;4.197;2.353;3.654;3.293;1.804;3.105;3.145;2.94;3.243;2.87;3.718;3.367;3.25;2.635;2.945;2.576;3.242;3.079;3.628;2.751;1.729;2.1;5.668;4.485;3.586;1.649;1.285;2.419;3.945;1.959;3.94;3.941;2.027;5.435;3.145;2.356;4.428;3.296;3.623;3.418;2.375;3.0;VALOR
OTROS AHUMADOS;;13.896;14.907;11.945;14.454;11.374;15.407;15.121;10.976;9.465;11.734;16.487;12.584;9.546;13.776;19.233;16.369;13.471;16.592;13.167;11.82;11.223;20.939;18.882;14.396;13.367;8.742;9.375;3.643;12.866;12.323;14.008;14.501;15.244;8.023;11.338;10.976;10.482;15.697;10.68;17.437;11.861;19.052;3.0;VALOR
OTRAS CONS.PESCADO;;82.446;85.911;83.674;83.284;79.106;79.546;83.252;76.941;82.47;82.135;82.837;73.871;80.868;85.408;84.794;85.083;78.184;84.435;83.672;84.161;83.025;81.634;84.051;83.744;83.214;79.447;87.043;65.967;82.953;83.431;81.678;82.323;83.442;72.356;77.971;76.941;84.98;88.01;82.013;89.161;78.239;84.152;3.0;VALOR
BOQUERONES;;22.399;25.53;23.389;24.38;19.091;18.841;22.48;19.243;24.744;22.869;21.87;20.116;21.69;25.082;21.451;23.341;17.049;23.61;25.691;24.622;22.406;22.888;18.016;30.735;20.19;13.386;23.198;17.955;21.091;20.705;22.305;21.495;26.117;12.428;23.405;19.243;25.622;28.807;22.653;27.35;18.692;20.663;4.0;VALOR
PESCADO SALADO;;35.344;35.737;34.713;33.949;32.741;39.353;38.653;28.676;24.449;30.113;42.359;22.911;24.693;38.709;46.866;42.448;32.438;41.986;37.399;29.866;34.415;42.06;39.545;33.16;35.788;32.123;33.779;32.879;45.012;38.685;33.759;32.625;37.163;22.427;30.637;28.676;26.924;41.113;34.444;46.14;28.193;47.187;4.0;VALOR
SUSHI;;9.16;13.801;11.107;8.938;7.335;5.014;7.59;13.408;16.454;11.978;5.786;11.831;14.287;9.471;3.821;6.76;5.541;7.643;10.967;13.97;10.988;8.439;10.418;8.479;7.866;6.428;9.59;7.171;9.337;8.226;9.873;9.053;8.407;10.371;12.829;13.408;16.007;10.612;12.929;6.581;7.65;3.514;4.0;VALOR
TOTAL LECHE LIQUIDA;;97.436;98.189;97.909;97.052;97.085;97.002;96.994;98.746;98.943;97.337;97.58;96.984;97.577;97.881;97.378;97.642;94.788;97.58;98.715;99.045;95.982;96.777;97.844;98.072;97.799;98.452;98.551;96.754;97.637;97.791;97.334;97.679;96.92;92.974;96.224;98.746;98.931;99.263;98.37;98.123;95.503;97.136;1.0;VALOR
LECHE PASTERIZADA;;17.186;20.317;16.579;18.684;16.371;13.516;17.079;15.962;18.883;18.16;16.031;14.21;16.762;20.085;15.622;17.931;13.996;16.92;19.359;19.628;19.736;14.331;13.536;17.891;15.72;18.088;21.504;17.469;18.984;17.022;16.921;17.5;17.61;15.523;13.314;15.962;19.853;22.452;18.513;19.972;15.372;14.953;2.0;VALOR
LECHE ESTERILIZADA;;97.023;97.81;97.575;96.595;96.42;96.723;96.526;98.431;98.787;96.881;97.223;96.59;97.197;97.308;97.116;97.217;94.146;97.12;98.42;98.858;95.078;96.409;97.74;97.892;97.744;98.196;98.04;95.409;96.714;97.569;96.992;97.288;96.31;92.414;95.629;98.431;98.73;99.06;98.272;97.528;94.369;96.843;2.0;VALOR
LECHE CRUDA;;1.767;1.673;2.713;1.937;2.408;1.191;1.753;4.392;1.878;1.935;1.562;3.987;2.634;1.699;1.968;1.783;2.956;1.785;2.616;1.325;3.153;2.868;2.356;2.105;2.647;2.508;0.846;0.0;3.37;2.231;1.896;1.88;2.45;5.639;1.364;4.392;1.945;1.693;4.914;1.929;2.646;1.708;2.0;VALOR
LECHE BOTELLA VIDRIO;;0.411;0.426;0.75;0.545;0.178;0.267;0.45;0.137;0.315;0.501;0.305;0.208;0.78;0.254;0.279;0.264;0.61;0.437;0.372;0.154;0.044;0.127;0.146;0.829;0.0;0.082;1.78;1.329;1.726;0.0;0.398;0.494;0.26;1.461;0.826;0.137;0.625;0.106;0.0;0.323;0.455;0.327;2.0;VALOR
LECHE BOTELLA PLAST.;;34.51;41.13;35.276;35.362;34.085;26.806;32.201;43.954;42.317;37.133;31.305;36.548;38.253;37.071;28.022;32.743;27.475;31.524;38.719;43.009;33.364;38.357;29.113;36.19;27.884;34.936;37.895;42.73;33.163;36.028;34.903;35.849;30.853;30.723;33.25;43.954;42.313;42.458;36.239;34.153;30.319;26.814;2.0;VALOR
LECHE CARTON;;95.811;96.14;96.491;95.519;95.162;95.793;95.377;96.994;97.565;95.609;96.091;94.81;95.912;96.338;95.987;96.171;93.288;95.976;97.024;97.497;94.31;94.342;96.727;96.686;97.029;96.493;96.936;94.278;95.533;96.146;95.611;96.147;95.616;91.324;93.951;96.994;97.463;98.068;96.626;96.765;93.541;95.778;2.0;VALOR
LECHE BOLSA;;0.251;0.487;0.187;0.225;0.0;0.337;0.247;0.362;0.235;0.192;0.325;0.606;0.261;0.247;0.281;0.24;0.32;0.458;0.176;0.245;0.104;0.0;0.637;0.563;0.405;0.14;0.195;0.0;0.385;0.136;0.133;0.411;0.514;1.343;0.272;0.362;0.334;0.116;0.089;0.399;0.278;0.246;2.0;VALOR
LECHE ENVASADA;;97.42;98.148;97.908;97.051;97.049;96.998;96.98;98.706;98.935;97.31;97.578;96.932;97.557;97.865;97.378;97.633;94.767;97.577;98.715;99.008;95.926;96.776;97.842;98.071;97.805;98.399;98.551;96.754;97.631;97.757;97.322;97.678;96.886;92.871;96.224;98.706;98.928;99.263;98.361;98.082;95.503;97.136;2.0;VALOR
LECHE ENTERA;;64.678;68.813;62.95;65.843;64.394;60.637;61.059;84.647;71.972;64.398;65.052;62.643;67.987;63.745;63.311;63.532;56.169;62.984;69.322;73.316;63.644;58.637;63.859;64.274;71.676;68.023;69.041;69.988;71.067;69.876;64.053;64.722;58.885;48.495;54.768;84.647;70.349;66.315;65.885;64.227;57.194;62.946;3.0;VALOR
LECHE DESNATADA;;48.849;50.108;47.425;47.875;49.897;48.948;50.139;45.824;43.705;48.323;49.53;50.747;45.242;50.329;51.417;50.854;49.767;48.743;49.426;47.513;42.878;48.8;42.988;52.942;50.085;57.858;52.674;56.187;41.861;49.791;48.66;49.911;49.49;51.012;47.174;45.824;44.613;52.57;50.783;51.463;46.854;50.566;3.0;VALOR
LECHE SEMIDESNATAD;;74.752;76.605;75.03;75.078;72.491;73.883;75.12;70.609;76.053;74.605;74.962;75.993;73.519;75.672;75.698;75.691;71.808;75.054;77.109;76.077;73.885;74.891;77.721;77.581;76.045;72.234;66.943;71.07;74.94;74.478;74.528;74.547;75.856;70.376;76.2;70.609;75.896;79.163;80.642;76.299;69.225;75.025;3.0;VALOR
LECHE DE CABRA;;2.138;2.804;2.338;1.988;2.431;1.361;2.165;2.825;1.945;2.489;1.708;3.173;2.116;2.647;1.736;2.192;2.322;2.073;1.966;2.256;1.603;3.73;1.91;1.639;2.651;2.755;1.185;3.533;3.456;1.709;2.523;2.096;1.177;2.55;1.379;2.825;1.706;1.911;3.398;3.126;3.283;1.529;3.0;VALOR
LECHE SIN LACTOSA;;38.296;40.463;39.829;37.994;39.377;34.79;38.308;39.139;38.084;39.87;36.348;47.959;39.83;38.298;34.787;36.609;34.937;38.593;40.003;40.676;37.222;38.632;39.667;39.782;35.965;41.79;29.796;42.679;35.752;37.694;39.697;36.275;39.412;43.294;45.505;39.139;38.788;42.7;44.518;38.753;34.048;32.951;3.0;VALOR
LECHE ENRIQUECIDA;;44.734;46.005;44.996;42.535;46.369;44.668;45.187;44.518;42.656;44.924;44.535;46.215;42.95;47.258;44.315;45.855;43.59;43.35;48.264;44.841;40.739;51.401;52.672;46.103;37.633;40.624;37.405;35.602;44.428;45.374;44.234;44.138;46.416;42.421;43.251;44.518;42.745;50.579;49.237;46.449;45.424;42.986;3.0;VALOR
L.ENRQ.CON CALCIO;;20.274;20.382;19.593;18.41;21.427;21.88;20.798;19.458;17.993;19.786;20.923;15.289;17.764;22.208;22.445;22.33;20.705;19.277;22.618;18.995;17.47;27.282;25.116;19.977;14.123;13.91;17.917;17.754;15.721;20.517;19.871;21.1;21.486;15.139;14.493;19.458;17.865;22.732;21.305;22.087;22.93;22.046;4.0;VALOR
L.ENRQ.CON VITAMIN;;30.282;31.206;31.062;30.199;31.405;28.276;30.225;31.629;30.002;31.076;29.298;32.871;29.796;31.414;29.336;30.421;28.003;29.383;32.934;31.917;27.224;32.946;38.138;31.586;25.558;30.195;23.599;20.244;31.126;30.967;30.46;29.491;30.103;29.655;29.428;31.629;29.554;34.336;35.737;31.942;28.24;27.685;4.0;VALOR
L.ENRQ.OTROS ADIT.;;4.228;4.478;5.064;3.715;3.957;4.295;4.396;4.717;3.048;4.224;4.244;5.47;4.335;4.749;3.462;4.115;3.416;4.403;4.996;4.532;3.403;5.084;5.419;4.016;4.22;4.201;4.5;2.891;4.716;4.286;3.813;4.862;4.382;4.493;5.657;4.717;4.052;6.32;4.689;5.324;2.591;3.29;4.0;VALOR
BIFIDUS+FIBRA;;0.141;0.242;0.085;0.14;0.074;0.181;0.085;0.368;0.397;0.174;0.118;0.083;0.199;0.223;0.048;0.132;0.0;0.206;0.171;0.294;0.0;0.242;0.206;0.311;0.0;0.239;0.172;0.0;0.0;0.279;0.136;0.17;0.115;0.0;0.0;0.368;0.36;0.097;0.114;0.395;0.0;0.056;5.0;VALOR
RESTO OTROS ADITI;;4.105;4.252;5.012;3.609;3.901;4.156;4.332;4.361;2.716;4.065;4.163;5.408;4.147;4.585;3.426;4.014;3.416;4.251;4.902;4.254;3.403;4.936;5.268;3.713;4.22;4.105;4.337;2.891;4.716;4.018;3.699;4.75;4.299;4.493;5.657;4.361;3.76;6.245;4.722;5.006;2.591;3.249;5.0;VALOR
TOTAL OTRAS LECHES;;40.432;43.443;42.208;41.396;40.47;35.303;38.851;53.508;39.898;40.681;40.177;52.452;39.54;42.112;37.303;39.786;33.478;38.413;44.787;47.491;36.715;43.263;42.988;40.377;39.251;37.516;31.946;63.951;41.327;43.249;41.685;39.179;36.443;32.162;41.094;53.508;44.019;46.391;40.655;41.284;31.875;36.075;1.0;VALOR
LECHE CONDENSADA;;29.396;30.484;27.425;31.015;29.916;27.664;28.818;33.517;31.427;27.939;31.216;37.136;27.774;31.586;28.388;30.05;22.83;28.388;32.842;35.695;25.514;33.079;33.186;27.645;27.918;28.825;21.403;50.353;31.48;30.792;31.833;28.286;23.13;17.141;29.148;33.517;34.811;36.17;31.686;31.799;21.99;27.345;2.0;VALOR
LECHE EN POLVO;;6.598;7.435;7.833;6.065;8.097;4.643;4.794;25.356;4.348;7.415;5.596;18.284;7.984;5.595;3.557;4.631;4.944;4.599;8.945;9.033;5.5;6.192;5.943;8.228;7.323;4.197;5.907;13.358;6.868;6.595;6.154;6.74;7.434;7.319;5.942;25.356;4.78;5.546;4.608;4.542;6.293;3.25;2.0;VALOR
LECHE EVAPORADA;;13.838;17.876;16.859;12.895;12.825;9.747;13.825;13.705;14.139;15.456;11.918;20.252;13.757;15.048;12.106;13.574;12.053;13.718;14.118;16.29;13.001;14.902;13.336;14.863;13.595;11.824;11.243;21.25;13.23;15.032;13.521;12.73;15.476;14.701;17.617;13.705;16.166;17.13;13.616;14.781;10.804;11.48;2.0;VALOR
PREPARADOS LACTEOS;;10.047;10.551;10.352;10.328;9.182;9.629;8.854;21.662;9.578;9.292;11.045;9.532;10.954;8.91;10.782;9.802;7.689;9.485;11.091;12.709;8.228;12.425;13.052;11.023;7.346;7.574;7.873;7.478;7.943;10.492;10.195;10.653;9.248;4.033;5.399;21.662;10.06;10.964;7.245;9.924;5.978;11.005;1.0;VALOR
DERIVADOS LACTEOS;;99.844;99.823;99.925;99.887;99.77;99.806;99.833;99.866;99.911;99.827;99.867;99.849;99.867;99.863;99.844;99.853;99.79;99.904;99.82;99.865;99.742;99.927;99.904;99.841;99.803;99.894;99.748;99.937;99.775;99.801;99.886;99.814;99.85;99.806;99.8;99.866;99.91;99.954;99.86;99.914;99.642;99.861;1.0;VALOR
BATIDOS DE LECHE;;39.715;47.739;40.581;40.764;37.598;31.487;32.759;63.498;65.055;44.319;33.974;47.787;53.157;38.775;25.251;32.317;23.741;32.47;47.909;60.741;44.219;43.221;48.347;38.447;35.547;27.109;28.403;28.693;39.208;39.922;41.603;38.101;37.572;31.102;41.288;63.498;64.533;46.265;49.884;31.657;22.156;24.124;2.0;VALOR
BATIDOS CON CEREAL;;0.319;0.545;0.1;0.342;0.204;0.289;0.108;2.379;0.281;0.402;0.215;1.062;0.585;0.137;0.096;0.113;0.122;0.071;0.457;0.755;0.133;0.516;0.601;0.39;0.345;0.0;0.164;0.493;0.0;0.366;0.397;0.221;0.339;0.328;0.0;2.379;0.231;0.421;0.057;0.039;0.0;0.112;3.0;VALOR
BATIDOS DE YOGURT;;40.878;48.099;45.068;40.848;40.65;31.266;33.783;68.784;64.102;46.929;33.297;54.56;55.176;38.305;26.016;32.355;28.732;33.651;45.818;60.512;37.047;41.728;43.572;42.79;42.943;37.701;38.648;45.28;41.141;39.447;42.394;41.654;37.223;40.651;41.247;68.784;61.25;42.829;49.709;33.399;27.741;25.019;2.0;VALOR
BATIDO YOG.SIN LACT;;5.303;6.969;6.811;5.325;4.251;3.439;4.702;6.402;8.337;6.749;3.542;12.759;7.187;4.951;2.544;3.774;3.803;4.773;6.364;6.923;5.415;6.005;5.231;5.777;4.074;4.503;3.054;8.657;4.808;3.918;5.831;4.623;6.71;7.57;10.109;6.402;7.898;6.839;8.259;3.619;3.492;2.173;3.0;VALOR
LECHES FERMENTADAS;;97.376;98.946;97.929;97.361;96.93;95.634;96.927;98.725;98.945;97.695;96.961;97.822;98.055;97.686;96.518;97.126;94.915;97.739;98.401;98.917;97.364;96.778;97.418;97.79;97.96;97.562;97.195;96.245;97.915;97.881;97.093;97.688;96.933;95.342;97.654;98.725;98.936;98.799;98.258;98.271;94.871;96.307;2.0;VALOR
YOGURT;;95.278;97.798;96.469;95.071;94.847;92.328;94.346;98.344;98.225;96.348;93.866;96.195;97.164;95.838;92.661;94.324;91.142;95.498;97.301;98.107;95.209;93.488;95.943;96.079;95.869;96.281;94.574;93.048;96.383;96.401;95.007;95.357;94.36;93.205;96.322;98.344;98.083;97.844;96.996;96.127;92.068;92.103;3.0;VALOR
Y.CON ADITIVOS;;70.595;79.153;70.859;71.227;69.476;61.855;67.307;80.651;83.256;74.728;65.342;75.021;78.074;72.339;60.454;66.676;59.901;68.98;75.639;81.124;70.101;67.51;73.383;68.062;70.403;75.55;72.705;69.899;72.023;71.52;71.692;70.916;66.131;63.327;75.439;80.651;82.875;76.058;77.072;72.304;61.351;59.375;4.0;VALOR
Y.SIN ADITIVOS;;92.24;95.745;93.256;92.088;91.268;88.766;91.025;96.756;95.893;93.233;90.961;93.161;94.389;92.575;89.877;91.28;86.43;92.448;95.017;96.418;92.743;90.075;92.796;92.781;93.155;94.264;92.138;86.389;94.553;94.115;91.902;91.978;90.809;88.918;93.247;96.756;96.341;95.784;93.527;92.943;86.333;89.193;4.0;VALOR
YOGURT NATURAL;;61.092;67.506;64.242;60.204;58.461;55.489;59.358;67.713;67.191;62.612;59.187;58.135;63.866;61.885;58.935;60.483;54.302;60.174;64.697;67.589;65.254;58.046;56.133;59.851;63.199;67.705;63.087;55.351;57.263;65.283;60.58;62.279;58.181;53.405;57.19;67.713;67.097;64.869;64.928;62.695;53.525;58.548;4.0;VALOR
YOGURT SABORES;;56.833;62.707;56.423;56.881;54.662;52.735;52.302;74.152;71.951;58.228;55.109;62.728;63.33;54.799;51.687;53.3;44.148;53.474;60.652;73.184;53.749;47.842;62.951;59.121;60.164;63.204;54.127;54.435;62.639;60.145;57.269;55.96;51.908;46.411;53.518;74.152;71.338;62.865;58.355;54.55;41.608;50.706;4.0;VALOR
YOGURT FRUTAS;;22.55;27.567;24.237;22.628;20.908;17.591;21.873;25.161;25.483;24.508;20.171;24.265;24.704;24.269;18.912;21.705;16.651;22.686;26.021;26.519;26.3;16.226;21.881;19.913;24.006;28.35;25.811;19.47;22.44;22.417;22.132;23.857;22.123;19.099;26.205;25.161;26.99;26.112;25.082;26.376;16.626;17.91;4.0;VALOR
